   240.9   8774.11
   317.2   8497.70
   351.3   8379.68
   714.1   7034.36
   811.3   6680.05
   891.0   6404.02
  1038.9   5877.25
  1287.6   5017.10
  1452.0   4472.76
  1639.1   3889.80
