Title: Low Resolution Spectral Templates for AGNs and Galaxies 
       from 0.03 - 30 microns 
Authors: Assef R.J., Kochanek C.S., Brodwin M., Cool R., Forman W., 
         Gonzalez A.H., Hickox R.C., Jones C., Le Floch E., Moustakas J., 
         Murray S.S., Stern D. 
Table: SED Templates
================================================================================
Byte-by-byte Description of file: apj332219t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units         Label Explanations
--------------------------------------------------------------------------------
   1-  7 F7.4   um            Wave  Wavlength (1)
   9- 16 F8.4   10-11mW/m2/Hz AGN   Standard AGN template; 10^-11 erg/s/cm^2/Hz
  18- 26 F9.4   10-14mW/m2/Hz AGN2  AGN 2 template; 10^-14 erg/s/cm^2/Hz (2)
  28- 37 F10.4  10-16mW/m2/Hz E     E galaxy template; 10^-16 erg/s/cm^2/Hz
  39- 50 F12.4  10-17mW/m2/Hz Sbc   Sbc galaxy template; 10^-17 erg/s/cm^2/Hz
  52- 61 F10.4  10-15mW/m2/Hz Im    Im galaxy template; 10^-15 erg/s/cm^2/Hz
--------------------------------------------------------------------------------
Note (1): All templates are normalized to be at a distance of 10 pc and to 
          have an integrated luminosity between the wavelength boundaries of 
          10^10 L_sun_.
Note (2): Derived by using the Richards et al. (2006) SED as a starting point.
--------------------------------------------------------------------------------
 3.4053   6.8678  977.9802 18614.3415  167346.5209  2847.7101 
 3.4846   7.0882 1003.4299 17979.3665  155815.6289  2601.3953 
 3.5657   7.3036 1021.9311 17287.3196  136803.8420  2212.6148 
 3.6488   7.5137 1038.8526 16570.6608  130760.2787  2091.2409 
 3.7338   7.7187 1054.3536 15781.1804  127339.4845  2016.2766 
 3.8208   7.9200 1068.8508 15087.2402  124398.9036  1969.8214 
 3.9098   8.1207 1082.7992 14328.2364  121363.0797  1918.2166 
 4.0008   8.3244 1103.2693 13544.1557  117442.0230  1861.7018 
 4.0940   8.5374 1131.0149 12862.1193  114186.3877  1820.1056 
 4.1894   8.7663 1154.0066 12224.9051  112320.3639  1784.4572 
 4.2870   9.0158 1172.9802 11305.3701  109066.2844  1702.9999 
 4.3868   9.2891 1194.7477 10019.7411  103960.0855  1542.6026 
 4.4890   9.5885 1219.6328  9255.5315  101512.9922  1470.3211 
 4.5936   9.9158 1247.9573  8821.6145  101951.3940  1463.7131 
 4.7006  10.2721 1279.9416  8539.2122  104326.9565  1493.4231 
 4.8101  10.6558 1315.4255  8232.5044  107943.6529  1534.9170 
 4.9221  11.0614 1353.8669  7886.6186  111761.2539  1574.4091 
 5.0367  11.4842 1394.8794  7576.3139  115307.6997  1622.9220 
 5.1541  11.9209 1438.2044  7266.9261  121543.5019  1688.3039 
 5.2741  12.3649 1483.3514  6983.1088  129510.9124  1774.5653 
 5.3970  12.8125 1529.9851  6706.4478  138962.3897  1872.3400 
 5.5227  13.2614 1577.7555  6436.4473  149829.5738  1983.2592 
 5.6513  13.7091 1626.3851  6166.0015  161970.9984  2102.1950 
 5.7830  14.1531 1675.5613  5910.2210  175382.0747  2229.8719 
 5.9177  14.5934 1725.0316  5641.6024  190540.7906  2367.4055 
 6.0555  15.0309 1774.4103  5391.6051  363997.9350  4528.0545 
 6.1966  15.4654 1823.2790  5162.3715 1141338.0310 14113.1865 
 6.3409  15.8961 1871.6087  4939.3730  599602.4488  7281.2688 
 6.4886  16.3227 1919.5303  4729.7901  255435.5960  3044.9303 
 6.6397  16.7429 1966.9162  4530.2397  270611.4659  3226.5346 
 6.7944  17.1527 2013.8573  4336.0075  286903.0348  3424.1500 
 6.9526  17.5490 2060.7922  4150.6221  304361.1148  3641.1914 
 7.1146  17.9345 2108.4571  3970.2926  336712.6442  4041.7007 
 7.2803  18.3139 2157.0383  3795.0367  679313.3825  8242.9506 
 7.4499  18.6913 2206.3922  3624.1446 1009206.1811 12309.4772 
 7.6234  19.0767 2243.2829  3464.0080 1307870.2394 16003.9765 
 7.8010  19.4865 2267.0108  3309.3636 1242337.6442 15116.6623 
 7.9827  19.9297 2304.1743  3160.9720 1130259.8193 13580.1752 
 8.1686  20.4111 2356.2508  3020.6778  860087.5429 10130.8203 
 8.3589  20.9371 2410.8452  2887.0087  532378.6784  6185.6019 
 8.5536  21.5162 2467.9508  2761.1527  561074.4964  6429.0474 
 8.7529  22.1500 2528.1902  2641.2761  599076.8000  6768.3614 
 8.9567  22.8337 2592.1796  2526.7354  591790.9802  6593.5466 
 9.1654  23.5563 2644.0276  2417.8831  591632.4386  6502.3064 
 9.3789  24.3019 2683.3468  2314.1176  607394.6168  6584.8579 
 9.5973  25.0505 2741.3649  2214.1496  634545.5904  6784.7428 
 9.8209  25.7879 2818.9981  2102.9677  661457.2747  6973.4784 
10.0496  26.5085 2883.5773  1981.7705  683489.4252  6978.8097 
10.2837  27.2019 2934.2595  1892.1331  711194.9988  7124.3858 
10.5233  27.8629 3003.4952  1803.8431  740208.8845  7311.1655 
10.7684  28.4865 3091.0767  1719.6679  770488.9360  7504.0156 
11.0192  29.0706 3161.0395  1639.4188 1078038.8033 10381.3141 
11.2759  29.6069 3213.1697  1562.9137 2730488.6943 26027.7070 
11.5385  30.1030 3284.3453  1489.9783 1656143.0221 15823.0553 
11.8073  30.6285 3373.1068  1420.4357  863459.0613  8293.6136 
12.0823  31.2278 3439.5034  1354.1368  879930.2449  8533.5124 
12.3637  31.9550 3481.8584  1290.9282  896583.9975  8786.8048 
12.6517  32.8401 3539.5514  1230.6529  917147.9157  9093.2027 
12.9464  33.8691 3612.7040  1173.1847  936324.7434  9399.9115 
13.2480  35.0552 3658.7878  1118.3849  953616.0101  9707.2558 
13.5566  36.5131 3676.3998  1066.1319  968534.6686 10015.8755 
13.8724  38.3835 3706.6898  1016.3031  980752.2128 10326.8701 
14.1955  40.8657 3750.2824   968.7895  990309.4107 10641.7674 
14.5261  43.9490 3767.7894   923.4832  997128.2716 10962.5864 
14.8645  47.3558 3766.0438   880.2850 1001145.7727 11292.2022 
15.2107  50.7021 3772.2163   839.1001 1002719.1742 11634.9998 
15.5650  53.6743 3791.2549   799.8332 1003279.0917 12014.4899 
15.9276  56.1933 3849.4531   762.4032 1013463.7594 12581.7468 
16.2986  58.2624 3949.1086   726.7263 1024843.8894 13230.8701 
16.6782  59.8100 4047.6234   692.7282 1036042.8290 13938.9846 
17.0667  60.6747 4144.8461   660.3368 1048420.6873 14721.2279 
17.4642  60.7017 4263.6206   629.4866 1062863.9181 15589.7722 
17.8711  59.8529 4401.7331   600.1179 1080138.4444 16545.1763 
18.2873  58.0818 4555.8490   572.1750 1101132.4927 17570.9957 
18.7133  55.7160 4721.5104   545.5994 1126223.8052 18643.2825 
19.1492  53.2973 4892.9759   520.3343 1159053.3225 19809.4098 
19.5952  51.5093 5065.3653   496.3176 1203357.1099 21110.3290 
20.0516  50.9366 5264.7152   473.4872 1252751.9510 22401.3967 
20.5187  52.1856 5489.1911   451.7798 1310395.4808 23671.1574 
20.9966  55.3712 5673.6612   431.1374 1376179.1822 24882.2964 
21.4857  60.4859 5815.1313   411.4968 1451534.6554 25995.9085 
21.9862  67.5840 5945.0768   392.8025 1537691.4343 27002.9986 
22.4983  76.5213 6064.4624   374.9987 1642431.8395 28017.4570 
23.0224  86.8402 6174.3860   358.0356 1755261.0133 28801.0973 
23.5586  97.9519 6275.7076   341.8646 1872159.8790 29237.3568 
24.1074 109.3878 6333.0123   326.4422 1990513.3877 29384.1046 
24.6689 120.8216 6346.9417   311.7285 2109519.9693 29371.1392 
25.2435 131.9512 6392.4984   297.6860 2228347.3301 29345.6004 
