# GD50  03:48:50.06 -00:58:30.4  (type DA2)
 3739.06   13.587   1.00
 3740.06   13.603   1.00
 3741.06   13.584   1.00
 3742.06   13.565   1.00
 3743.06   13.566   1.00
 3744.06   13.570   1.00
 3745.06   13.568   1.00
 3746.06   13.566   1.00
 3747.06   13.561   1.00
 3748.06   13.556   1.00
 3749.06   13.556   1.00
 3750.06   13.566   1.01
 3751.07   13.570   1.00
 3752.07   13.570   1.00
 3753.07   13.570   1.00
 3754.07   13.575   1.00
 3755.07   13.580   1.00
 3756.07   13.584   1.00
 3757.07   13.589   1.00
 3758.07   13.584   1.00
 3759.07   13.577   1.00
 3760.07   13.580   1.00
 3761.07   13.587   1.00
 3762.07   13.587   1.00
 3763.07   13.584   1.00
 3764.07   13.582   1.00
 3765.07   13.584   1.00
 3766.07   13.584   1.00
 3767.07   13.584   1.00
 3768.07   13.584   1.00
 3769.07   13.577   1.00
 3770.07   13.570   1.00
 3771.07   13.575   1.00
 3772.07   13.582   1.00
 3773.07   13.577   1.00
 3774.07   13.570   1.00
 3775.07   13.566   1.00
 3776.07   13.563   1.00
 3777.07   13.565   1.00
 3778.07   13.570   1.00
 3779.07   13.573   1.00
 3780.07   13.570   1.00
 3781.07   13.570   1.00
 3782.07   13.575   1.00
 3783.07   13.577   1.00
 3784.07   13.587   1.00
 3785.07   13.598   1.00
 3786.07   13.606   1.00
 3787.07   13.613   1.00
 3788.07   13.618   1.01
 3789.08   13.618   1.00
 3790.08   13.620   1.00
 3791.08   13.622   1.00
 3792.08   13.625   1.00
 3793.08   13.634   1.00
 3794.08   13.641   1.00
 3795.08   13.646   1.00
 3796.08   13.651   1.00
 3797.08   13.634   1.00
 3798.08   13.617   1.00
 3799.08   13.613   1.00
 3800.08   13.613   1.00
 3801.08   13.610   1.00
 3802.08   13.606   1.00
 3803.08   13.601   1.00
 3804.08   13.596   1.00
 3805.08   13.591   1.00
 3806.08   13.584   1.00
 3807.08   13.580   1.00
 3808.08   13.589   1.00
 3809.08   13.599   1.00
 3810.08   13.592   1.00
 3811.08   13.584   1.00
 3812.08   13.577   1.00
 3813.08   13.573   1.00
 3814.08   13.573   1.00
 3815.08   13.577   1.00
 3816.08   13.582   1.00
 3817.08   13.589   1.00
 3818.08   13.594   1.00
 3819.08   13.598   1.00
 3820.08   13.601   1.00
 3821.08   13.615   1.00
 3822.08   13.629   1.00
 3823.08   13.631   1.00
 3824.08   13.634   1.00
 3825.08   13.627   1.00
 3826.08   13.620   1.00
 3827.08   13.615   1.01
 3828.09   13.610   1.00
 3829.09   13.610   1.00
 3830.09   13.613   1.00
 3831.09   13.615   1.00
 3832.09   13.613   1.00
 3833.09   13.608   1.00
 3834.09   13.599   1.00
 3835.09   13.589   1.00
 3836.09   13.592   1.00
 3837.09   13.592   1.00
 3838.09   13.589   1.00
 3839.09   13.587   1.00
 3840.09   13.587   1.00
 3841.09   13.587   1.00
 3842.09   13.587   1.00
 3843.09   13.582   1.00
 3844.09   13.582   1.00
 3845.09   13.584   1.00
 3846.09   13.587   1.00
 3847.09   13.587   1.00
 3848.09   13.584   1.00
 3849.09   13.587   1.00
 3850.09   13.591   1.00
 3851.09   13.584   1.00
 3852.09   13.577   1.00
 3853.09   13.573   1.00
 3854.09   13.570   1.00
 3855.09   13.566   1.00
 3856.09   13.565   1.00
 3857.09   13.561   1.00
 3858.09   13.558   1.00
 3859.09   13.556   1.00
 3860.09   13.559   1.00
 3861.09   13.563   1.00
 3862.09   13.570   1.00
 3863.09   13.580   1.00
 3864.09   13.573   1.00
 3865.09   13.566   1.01
 3866.10   13.568   1.00
 3867.10   13.573   1.00
 3868.10   13.575   1.00
 3869.10   13.575   1.00
 3870.10   13.577   1.00
 3871.10   13.584   1.00
 3872.10   13.587   1.00
 3873.10   13.587   1.00
 3874.10   13.587   1.00
 3875.10   13.589   1.00
 3876.10   13.592   1.00
 3877.10   13.589   1.00
 3878.10   13.587   1.00
 3879.10   13.587   1.00
 3880.10   13.587   1.00
 3881.10   13.584   1.00
 3882.10   13.584   1.00
 3883.10   13.584   1.00
 3884.10   13.587   1.00
 3885.10   13.587   1.00
 3886.10   13.584   1.00
 3887.10   13.584   1.00
 3888.10   13.584   1.00
 3889.10   13.587   1.00
 3890.10   13.582   1.00
 3891.10   13.577   1.00
 3892.10   13.577   1.00
 3893.10   13.575   1.00
 3894.10   13.573   1.00
 3895.10   13.570   1.00
 3896.10   13.566   1.00
 3897.10   13.561   1.00
 3898.10   13.558   1.00
 3899.10   13.558   1.00
 3900.10   13.559   1.00
 3901.10   13.556   1.00
 3902.10   13.554   1.00
 3903.10   13.561   1.00
 3904.10   13.570   1.01
 3905.11   13.577   1.00
 3906.11   13.582   1.00
 3907.11   13.582   1.00
 3908.11   13.582   1.00
 3909.11   13.582   1.00
 3910.11   13.582   1.00
 3911.11   13.582   1.00
 3912.11   13.580   1.00
 3913.11   13.577   1.00
 3914.11   13.577   1.00
 3915.11   13.577   1.00
 3916.11   13.580   1.00
 3917.11   13.582   1.00
 3918.11   13.584   1.00
 3919.11   13.589   1.00
 3920.11   13.592   1.00
 3921.11   13.594   1.00
 3922.11   13.596   1.00
 3923.11   13.596   1.00
 3924.11   13.596   1.00
 3925.11   13.599   1.00
 3926.11   13.603   1.00
 3927.11   13.610   1.00
 3928.11   13.620   1.00
 3929.11   13.622   1.00
 3930.11   13.624   1.00
 3931.11   13.622   1.00
 3932.11   13.620   1.00
 3933.11   13.620   1.00
 3934.11   13.618   1.00
 3935.11   13.622   1.00
 3936.11   13.627   1.00
 3937.11   13.627   1.00
 3938.11   13.620   1.00
 3939.11   13.613   1.00
 3940.11   13.608   1.00
 3941.11   13.603   1.01
 3942.12   13.603   1.00
 3943.12   13.601   1.00
 3944.12   13.606   1.00
 3945.12   13.613   1.00
 3946.12   13.615   1.00
 3947.12   13.617   1.00
 3948.12   13.615   1.00
 3949.12   13.615   1.00
 3950.12   13.613   1.00
 3951.12   13.610   1.00
 3952.12   13.613   1.00
 3953.12   13.622   1.00
 3954.12   13.629   1.00
 3955.12   13.625   1.00
 3956.12   13.622   1.00
 3957.12   13.620   1.00
 3958.12   13.617   1.00
 3959.12   13.620   1.00
 3960.12   13.625   1.00
 3961.12   13.629   1.00
 3962.12   13.631   1.00
 3963.12   13.631   1.00
 3964.12   13.627   1.00
 3965.12   13.627   1.00
 3966.12   13.636   1.00
 3967.12   13.646   1.00
 3968.12   13.646   1.00
 3969.12   13.646   1.00
 3970.12   13.641   1.00
 3971.12   13.636   1.00
 3972.12   13.641   1.00
 3973.12   13.648   1.00
 3974.12   13.653   1.00
 3975.12   13.655   1.00
 3976.12   13.660   1.00
 3977.12   13.667   1.00
 3978.12   13.669   1.00
 3979.12   13.667   1.00
 3980.12   13.665   1.01
 3981.13   13.664   1.00
 3982.13   13.664   1.00
 3983.13   13.669   1.00
 3984.13   13.676   1.00
 3985.13   13.674   1.00
 3986.13   13.669   1.00
 3987.13   13.667   1.00
 3988.13   13.665   1.00
 3989.13   13.662   1.00
 3990.13   13.658   1.00
 3991.13   13.653   1.00
 3992.13   13.646   1.00
 3993.13   13.641   1.00
 3994.13   13.636   1.00
 3995.13   13.631   1.00
 3996.13   13.629   1.00
 3997.13   13.627   1.00
 3998.13   13.627   1.00
 3999.13   13.625   1.00
 4000.13   13.625   1.00
 4001.13   13.627   1.00
 4002.13   13.627   1.00
 4003.13   13.625   1.00
 4004.13   13.624   1.00
 4005.13   13.625   1.00
 4006.13   13.625   1.00
 4007.13   13.627   1.00
 4008.13   13.627   1.00
 4009.13   13.629   1.00
 4010.13   13.632   1.00
 4011.13   13.636   1.00
 4012.13   13.641   1.00
 4013.13   13.643   1.00
 4014.13   13.643   1.01
 4015.14   13.643   1.00
 4016.14   13.643   1.00
 4017.14   13.639   1.00
 4018.14   13.634   1.00
 4019.14   13.627   1.00
 4020.14   13.631   1.00
 4021.14   13.634   1.00
 4022.14   13.631   1.00
 4023.14   13.627   1.00
 4024.14   13.629   1.00
 4025.14   13.629   1.00
 4026.14   13.629   1.00
 4027.14   13.625   1.00
 4028.14   13.622   1.00
 4029.14   13.618   1.00
 4030.14   13.618   1.00
 4031.14   13.620   1.00
 4032.14   13.622   1.00
 4033.14   13.625   1.00
 4034.14   13.629   1.00
 4035.14   13.636   1.00
 4036.14   13.643   1.00
 4037.14   13.641   1.00
 4038.14   13.636   1.00
 4039.14   13.636   1.00
 4040.14   13.636   1.00
 4041.14   13.634   1.00
 4042.14   13.631   1.00
 4043.14   13.629   1.00
 4044.14   13.632   1.00
 4045.14   13.634   1.00
 4046.14   13.636   1.00
 4047.14   13.641   1.00
 4048.14   13.641   1.00
 4049.14   13.639   1.00
 4050.14   13.641   1.00
 4051.14   13.641   1.01
 4052.15   13.643   1.00
 4053.15   13.648   1.00
 4054.15   13.651   1.00
 4055.15   13.648   1.00
 4056.15   13.648   1.00
 4057.15   13.648   1.00
 4058.15   13.651   1.00
 4059.15   13.650   1.00
 4060.15   13.650   1.00
 4061.15   13.643   1.00
 4062.15   13.639   1.00
 4063.15   13.639   1.00
 4064.15   13.641   1.00
 4065.15   13.646   1.00
 4066.15   13.651   1.00
 4067.15   13.655   1.00
 4068.15   13.655   1.00
 4069.15   13.655   1.00
 4070.15   13.655   1.00
 4071.15   13.653   1.00
 4072.15   13.653   1.00
 4073.15   13.653   1.00
 4074.15   13.658   1.00
 4075.15   13.665   1.00
 4076.15   13.664   1.00
 4077.15   13.660   1.00
 4078.15   13.660   1.00
 4079.15   13.660   1.00
 4080.15   13.664   1.00
 4081.15   13.669   1.00
 4082.15   13.672   1.00
 4083.15   13.676   1.00
 4084.15   13.679   1.00
 4085.15   13.684   1.00
 4086.15   13.690   1.00
 4087.15   13.693   1.00
 4088.15   13.695   1.00
 4089.15   13.698   1.00
 4090.15   13.698   1.01
 4091.16   13.702   1.00
 4092.16   13.705   1.00
 4093.16   13.709   1.00
 4094.16   13.714   1.00
 4095.16   13.717   1.00
 4096.16   13.714   1.00
 4097.16   13.714   1.00
 4098.16   13.714   1.00
 4099.16   13.716   1.00
 4100.16   13.723   1.00
 4101.16   13.728   1.00
 4102.16   13.726   1.00
 4103.16   13.721   1.00
 4104.16   13.721   1.00
 4105.16   13.726   1.00
 4106.16   13.726   1.00
 4107.16   13.724   1.00
 4108.16   13.724   1.00
 4109.16   13.726   1.00
 4110.16   13.728   1.00
 4111.16   13.731   1.00
 4112.16   13.733   1.00
 4113.16   13.735   1.00
 4114.16   13.735   1.00
 4115.16   13.733   1.00
 4116.16   13.728   1.00
 4117.16   13.726   1.00
 4118.16   13.721   1.00
 4119.16   13.719   1.00
 4120.16   13.714   1.00
 4121.16   13.712   1.00
 4122.16   13.714   1.00
 4123.16   13.714   1.00
 4124.16   13.716   1.00
 4125.16   13.717   1.00
 4126.16   13.719   1.00
 4127.16   13.721   1.01
 4128.17   13.721   1.00
 4129.17   13.719   1.00
 4130.17   13.716   1.00
 4131.17   13.709   1.00
 4132.17   13.707   1.00
 4133.17   13.707   1.00
 4134.17   13.707   1.00
 4135.17   13.709   1.00
 4136.17   13.709   1.00
 4137.17   13.705   1.00
 4138.17   13.702   1.00
 4139.17   13.702   1.00
 4140.17   13.705   1.00
 4141.17   13.707   1.00
 4142.17   13.707   1.00
 4143.17   13.705   1.00
 4144.17   13.702   1.00
 4145.17   13.700   1.00
 4146.17   13.698   1.00
 4147.17   13.695   1.00
 4148.17   13.693   1.00
 4149.17   13.691   1.00
 4150.17   13.691   1.00
 4151.17   13.691   1.00
 4152.17   13.691   1.00
 4153.17   13.691   1.00
 4154.17   13.690   1.00
 4155.17   13.686   1.00
 4156.17   13.684   1.00
 4157.17   13.681   1.00
 4158.17   13.681   1.00
 4159.17   13.686   1.00
 4160.17   13.688   1.00
 4161.17   13.684   1.00
 4162.17   13.679   1.00
 4163.17   13.684   1.00
 4164.17   13.688   1.00
 4165.17   13.686   1.00
 4166.17   13.684   1.00
 4167.17   13.684   1.00
 4168.17   13.684   1.00
 4169.17   13.683   1.00
 4170.17   13.681   1.01
 4171.18   13.676   1.00
 4172.18   13.674   1.00
 4173.18   13.669   1.00
 4174.18   13.672   1.00
 4175.18   13.672   1.00
 4176.18   13.672   1.00
 4177.18   13.669   1.00
 4178.18   13.669   1.00
 4179.18   13.667   1.00
 4180.18   13.667   1.00
 4181.18   13.669   1.00
 4182.18   13.667   1.00
 4183.18   13.665   1.00
 4184.18   13.664   1.00
 4185.18   13.662   1.00
 4186.18   13.662   1.00
 4187.18   13.660   1.00
 4188.18   13.660   1.00
 4189.18   13.660   1.00
 4190.18   13.662   1.00
 4191.18   13.665   1.00
 4192.18   13.667   1.00
 4193.18   13.665   1.00
 4194.18   13.660   1.00
 4195.18   13.658   1.00
 4196.18   13.660   1.00
 4197.18   13.660   1.00
 4198.18   13.655   1.00
 4199.18   13.653   1.00
 4200.18   13.651   1.00
 4201.18   13.651   1.00
 4202.18   13.655   1.00
 4203.18   13.660   1.00
 4204.18   13.664   1.00
 4205.18   13.667   1.01
 4206.19   13.665   1.00
 4207.19   13.662   1.00
 4208.19   13.662   1.00
 4209.19   13.665   1.00
 4210.19   13.667   1.00
 4211.19   13.667   1.00
 4212.19   13.667   1.00
 4213.19   13.664   1.00
 4214.19   13.662   1.00
 4215.19   13.662   1.00
 4216.19   13.665   1.00
 4217.19   13.664   1.00
 4218.19   13.662   1.00
 4219.19   13.662   1.00
 4220.19   13.664   1.00
 4221.19   13.662   1.00
 4222.19   13.658   1.00
 4223.19   13.655   1.00
 4224.19   13.651   1.00
 4225.19   13.648   1.00
 4226.19   13.648   1.00
 4227.19   13.648   1.00
 4228.19   13.648   1.00
 4229.19   13.648   1.00
 4230.19   13.651   1.00
 4231.19   13.653   1.00
 4232.19   13.658   1.00
 4233.19   13.662   1.00
 4234.19   13.665   1.00
 4235.19   13.667   1.00
 4236.19   13.667   1.00
 4237.19   13.665   1.00
 4238.19   13.664   1.00
 4239.19   13.667   1.00
 4240.19   13.672   1.00
 4241.19   13.674   1.00
 4242.19   13.676   1.00
 4243.19   13.674   1.00
 4244.19   13.674   1.00
 4245.19   13.674   1.00
 4246.19   13.676   1.00
 4247.19   13.676   1.01
 4248.20   13.672   1.00
 4249.20   13.669   1.00
 4250.20   13.669   1.00
 4251.20   13.669   1.00
 4252.20   13.667   1.00
 4253.20   13.667   1.00
 4254.20   13.669   1.00
 4255.20   13.669   1.00
 4256.20   13.674   1.00
 4257.20   13.676   1.00
 4258.20   13.679   1.00
 4259.20   13.679   1.00
 4260.20   13.681   1.00
 4261.20   13.686   1.00
 4262.20   13.688   1.00
 4263.20   13.688   1.00
 4264.20   13.690   1.00
 4265.20   13.688   1.00
 4266.20   13.686   1.00
 4267.20   13.688   1.00
 4268.20   13.688   1.00
 4269.20   13.691   1.00
 4270.20   13.693   1.00
 4271.20   13.693   1.00
 4272.20   13.695   1.00
 4273.20   13.695   1.00
 4274.20   13.702   1.00
 4275.20   13.702   1.00
 4276.20   13.702   1.00
 4277.20   13.702   1.00
 4278.20   13.705   1.00
 4279.20   13.705   1.00
 4280.20   13.709   1.01
 4281.21   13.714   1.00
 4282.21   13.714   1.00
 4283.21   13.712   1.00
 4284.21   13.712   1.00
 4285.21   13.712   1.00
 4286.21   13.714   1.00
 4287.21   13.717   1.00
 4288.21   13.717   1.00
 4289.21   13.717   1.00
 4290.21   13.717   1.00
 4291.21   13.719   1.00
 4292.21   13.723   1.00
 4293.21   13.726   1.00
 4294.21   13.731   1.00
 4295.21   13.733   1.00
 4296.21   13.735   1.00
 4297.21   13.740   1.00
 4298.21   13.747   1.00
 4299.21   13.754   1.00
 4300.21   13.761   1.00
 4301.21   13.766   1.00
 4302.21   13.768   1.00
 4303.21   13.771   1.00
 4304.21   13.771   1.00
 4305.21   13.771   1.00
 4306.21   13.773   1.00
 4307.21   13.775   1.00
 4308.21   13.776   1.00
 4309.21   13.776   1.00
 4310.21   13.780   1.00
 4311.21   13.785   1.00
 4312.21   13.787   1.00
 4313.21   13.789   1.00
 4314.21   13.790   1.00
 4315.21   13.790   1.00
 4316.21   13.792   1.00
 4317.21   13.792   1.00
 4318.21   13.790   1.00
 4319.21   13.794   1.00
 4320.21   13.797   1.00
 4321.21   13.799   1.01
 4322.22   13.801   1.00
 4323.22   13.804   1.00
 4324.22   13.804   1.00
 4325.22   13.808   1.00
 4326.22   13.813   1.00
 4327.22   13.818   1.00
 4328.22   13.823   1.00
 4329.22   13.830   1.00
 4330.22   13.834   1.00
 4331.22   13.839   1.00
 4332.22   13.846   1.00
 4333.22   13.853   1.00
 4334.22   13.863   1.00
 4335.22   13.874   1.00
 4336.22   13.882   1.00
 4337.22   13.889   1.00
 4338.22   13.893   1.00
 4339.22   13.898   1.00
 4340.22   13.901   1.00
 4341.22   13.910   1.00
 4342.22   13.915   1.00
 4343.22   13.919   1.00
 4344.22   13.924   1.00
 4345.22   13.919   1.00
 4346.22   13.914   1.00
 4347.22   13.912   1.00
 4348.22   13.912   1.00
 4349.22   13.914   1.00
 4350.22   13.915   1.00
 4351.22   13.915   1.00
 4352.22   13.912   1.00
 4353.22   13.908   1.00
 4354.22   13.905   1.00
 4355.22   13.901   1.00
 4356.22   13.900   1.01
 4357.23   13.896   1.00
 4358.23   13.893   1.00
 4359.23   13.889   1.00
 4360.23   13.881   1.00
 4361.23   13.872   1.00
 4362.23   13.868   1.00
 4363.23   13.867   1.00
 4364.23   13.860   1.00
 4365.23   13.853   1.00
 4366.23   13.848   1.00
 4367.23   13.846   1.00
 4368.23   13.842   1.00
 4369.23   13.839   1.00
 4370.23   13.834   1.00
 4371.23   13.834   1.00
 4372.23   13.832   1.00
 4373.23   13.827   1.00
 4374.23   13.818   1.00
 4375.23   13.816   1.00
 4376.23   13.818   1.00
 4377.23   13.816   1.00
 4378.23   13.813   1.00
 4379.23   13.809   1.00
 4380.23   13.806   1.00
 4381.23   13.801   1.00
 4382.23   13.801   1.00
 4383.23   13.804   1.00
 4384.23   13.801   1.00
 4385.23   13.799   1.00
 4386.23   13.799   1.00
 4387.23   13.797   1.00
 4388.23   13.794   1.00
 4389.23   13.794   1.00
 4390.23   13.790   1.00
 4391.23   13.785   1.00
 4392.23   13.783   1.00
 4393.23   13.785   1.00
 4394.23   13.787   1.00
 4395.23   13.785   1.00
 4396.23   13.780   1.00
 4397.23   13.778   1.00
 4398.23   13.773   1.01
 4399.24   13.771   1.00
 4400.24   13.768   1.00
 4401.24   13.768   1.00
 4402.24   13.771   1.00
 4403.24   13.771   1.00
 4404.24   13.768   1.00
 4405.24   13.768   1.00
 4406.24   13.766   1.00
 4407.24   13.766   1.00
 4408.24   13.761   1.00
 4409.24   13.759   1.00
 4410.24   13.757   1.00
 4411.24   13.754   1.00
 4412.24   13.759   1.00
 4413.24   13.764   1.00
 4414.24   13.766   1.00
 4415.24   13.764   1.00
 4416.24   13.761   1.00
 4417.24   13.761   1.00
 4418.24   13.759   1.00
 4419.24   13.757   1.00
 4420.24   13.757   1.00
 4421.24   13.754   1.00
 4422.24   13.752   1.00
 4423.24   13.750   1.00
 4424.24   13.747   1.00
 4425.24   13.749   1.00
 4426.24   13.750   1.00
 4427.24   13.752   1.00
 4428.24   13.752   1.00
 4429.24   13.750   1.00
 4430.24   13.747   1.00
 4431.24   13.745   1.01
 4432.25   13.747   1.00
 4433.25   13.747   1.00
 4434.25   13.747   1.00
 4435.25   13.749   1.00
 4436.25   13.749   1.00
 4437.25   13.750   1.00
 4438.25   13.749   1.00
 4439.25   13.745   1.00
 4440.25   13.745   1.00
 4441.25   13.747   1.00
 4442.25   13.745   1.00
 4443.25   13.742   1.00
 4444.25   13.738   1.00
 4445.25   13.735   1.00
 4446.25   13.735   1.00
 4447.25   13.738   1.00
 4448.25   13.740   1.00
 4449.25   13.743   1.00
 4450.25   13.745   1.00
 4451.25   13.745   1.00
 4452.25   13.745   1.00
 4453.25   13.743   1.00
 4454.25   13.742   1.00
 4455.25   13.740   1.00
 4456.25   13.738   1.00
 4457.25   13.738   1.00
 4458.25   13.738   1.00
 4459.25   13.735   1.00
 4460.25   13.738   1.00
 4461.25   13.740   1.00
 4462.25   13.743   1.00
 4463.25   13.743   1.00
 4464.25   13.743   1.00
 4465.25   13.743   1.00
 4466.25   13.743   1.00
 4467.25   13.740   1.00
 4468.25   13.740   1.00
 4469.25   13.740   1.00
 4470.25   13.738   1.00
 4471.25   13.735   1.00
 4472.25   13.735   1.00
 4473.25   13.738   1.01
 4474.26   13.742   1.00
 4475.26   13.743   1.00
 4476.26   13.743   1.00
 4477.26   13.747   1.00
 4478.26   13.750   1.00
 4479.26   13.749   1.00
 4480.26   13.747   1.00
 4481.26   13.747   1.00
 4482.26   13.747   1.00
 4483.26   13.747   1.00
 4484.26   13.745   1.00
 4485.26   13.743   1.00
 4486.26   13.745   1.00
 4487.26   13.745   1.00
 4488.26   13.747   1.00
 4489.26   13.750   1.00
 4490.26   13.750   1.00
 4491.26   13.749   1.00
 4492.26   13.749   1.00
 4493.26   13.750   1.00
 4494.26   13.750   1.00
 4495.26   13.750   1.00
 4496.26   13.750   1.00
 4497.26   13.752   1.00
 4498.26   13.752   1.00
 4499.26   13.754   1.00
 4500.26   13.754   1.00
 4501.26   13.754   1.00
 4502.26   13.752   1.00
 4503.26   13.752   1.00
 4504.26   13.752   1.00
 4505.26   13.752   1.00
 4506.26   13.752   1.01
 4507.27   13.752   1.00
 4508.27   13.752   1.00
 4509.27   13.754   1.00
 4510.27   13.756   1.00
 4511.27   13.757   1.00
 4512.27   13.759   1.00
 4513.27   13.759   1.00
 4514.27   13.761   1.00
 4515.27   13.764   1.00
 4516.27   13.761   1.00
 4517.27   13.757   1.00
 4518.27   13.757   1.00
 4519.27   13.757   1.00
 4520.27   13.759   1.00
 4521.27   13.761   1.00
 4522.27   13.761   1.00
 4523.27   13.761   1.00
 4524.27   13.761   1.00
 4525.27   13.759   1.00
 4526.27   13.756   1.00
 4527.27   13.754   1.00
 4528.27   13.752   1.00
 4529.27   13.752   1.00
 4530.27   13.752   1.00
 4531.27   13.752   1.00
 4532.27   13.754   1.00
 4533.27   13.754   1.00
 4534.27   13.756   1.00
 4535.27   13.757   1.00
 4536.27   13.754   1.00
 4537.27   13.752   1.00
 4538.27   13.757   1.00
 4539.27   13.761   1.00
 4540.27   13.766   1.00
 4541.27   13.768   1.00
 4542.27   13.771   1.00
 4543.27   13.771   1.00
 4544.27   13.771   1.00
 4545.27   13.768   1.00
 4546.27   13.764   1.00
 4547.27   13.761   1.00
 4548.27   13.759   1.00
 4549.27   13.761   1.00
 4550.27   13.764   1.01
 4551.28   13.764   1.00
 4552.28   13.764   1.00
 4553.28   13.761   1.00
 4554.28   13.761   1.00
 4555.28   13.761   1.00
 4556.28   13.761   1.00
 4557.28   13.766   1.00
 4558.28   13.768   1.00
 4559.28   13.771   1.00
 4560.28   13.768   1.00
 4561.28   13.768   1.00
 4562.28   13.768   1.00
 4563.28   13.771   1.00
 4564.28   13.771   1.00
 4565.28   13.771   1.00
 4566.28   13.771   1.00
 4567.28   13.773   1.00
 4568.28   13.775   1.00
 4569.28   13.776   1.00
 4570.28   13.776   1.00
 4571.28   13.775   1.00
 4572.28   13.773   1.00
 4573.28   13.773   1.00
 4574.28   13.775   1.00
 4575.28   13.778   1.00
 4576.28   13.780   1.00
 4577.28   13.783   1.00
 4578.28   13.783   1.00
 4579.28   13.785   1.00
 4580.28   13.785   1.00
 4581.28   13.785   1.00
 4582.28   13.787   1.01
 4583.29   13.787   1.00
 4584.29   13.787   1.00
 4585.29   13.787   1.00
 4586.29   13.783   1.00
 4587.29   13.782   1.00
 4588.29   13.780   1.00
 4589.29   13.778   1.00
 4590.29   13.780   1.00
 4591.29   13.783   1.00
 4592.29   13.789   1.00
 4593.29   13.794   1.00
 4594.29   13.797   1.00
 4595.29   13.799   1.00
 4596.29   13.799   1.00
 4597.29   13.801   1.00
 4598.29   13.801   1.00
 4599.29   13.801   1.00
 4600.29   13.801   1.00
 4601.29   13.799   1.00
 4602.29   13.797   1.00
 4603.29   13.797   1.00
 4604.29   13.797   1.00
 4605.29   13.794   1.00
 4606.29   13.794   1.00
 4607.29   13.792   1.00
 4608.29   13.790   1.00
 4609.29   13.790   1.00
 4610.29   13.794   1.00
 4611.29   13.797   1.00
 4612.29   13.799   1.00
 4613.29   13.801   1.00
 4614.29   13.799   1.00
 4615.29   13.797   1.00
 4616.29   13.799   1.00
 4617.29   13.801   1.00
 4618.29   13.799   1.00
 4619.29   13.799   1.00
 4620.29   13.801   1.00
 4621.29   13.801   1.00
 4622.29   13.804   1.00
 4623.29   13.801   1.00
 4624.29   13.801   1.01
 4625.30   13.799   1.00
 4626.30   13.799   1.00
 4627.30   13.804   1.00
 4628.30   13.808   1.00
 4629.30   13.804   1.00
 4630.30   13.799   1.00
 4631.30   13.799   1.00
 4632.30   13.799   1.00
 4633.30   13.797   1.00
 4634.30   13.794   1.00
 4635.30   13.794   1.00
 4636.30   13.801   1.00
 4637.30   13.806   1.00
 4638.30   13.808   1.00
 4639.30   13.809   1.00
 4640.30   13.811   1.00
 4641.30   13.811   1.00
 4642.30   13.809   1.00
 4643.30   13.806   1.00
 4644.30   13.806   1.00
 4645.30   13.806   1.00
 4646.30   13.804   1.00
 4647.30   13.801   1.00
 4648.30   13.799   1.00
 4649.30   13.794   1.00
 4650.30   13.792   1.00
 4651.30   13.792   1.00
 4652.30   13.792   1.00
 4653.30   13.794   1.00
 4654.30   13.799   1.00
 4655.30   13.799   1.00
 4656.30   13.799   1.00
 4657.30   13.799   1.01
 4658.31   13.799   1.00
 4659.31   13.799   1.00
 4660.31   13.799   1.00
 4661.31   13.797   1.00
 4662.31   13.794   1.00
 4663.31   13.790   1.00
 4664.31   13.787   1.00
 4665.31   13.787   1.00
 4666.31   13.790   1.00
 4667.31   13.792   1.00
 4668.31   13.794   1.00
 4669.31   13.794   1.00
 4670.31   13.794   1.00
 4671.31   13.794   1.00
 4672.31   13.794   1.00
 4673.31   13.797   1.00
 4674.31   13.797   1.00
 4675.31   13.797   1.00
 4676.31   13.799   1.00
 4677.31   13.801   1.00
 4678.31   13.801   1.00
 4679.31   13.799   1.00
 4680.31   13.797   1.00
 4681.31   13.792   1.00
 4682.31   13.787   1.00
 4683.31   13.787   1.00
 4684.31   13.789   1.00
 4685.31   13.790   1.00
 4686.31   13.790   1.00
 4687.31   13.787   1.00
 4688.31   13.783   1.00
 4689.31   13.782   1.00
 4690.31   13.783   1.00
 4691.31   13.787   1.00
 4692.31   13.792   1.00
 4693.31   13.794   1.00
 4694.31   13.794   1.00
 4695.31   13.794   1.00
 4696.31   13.794   1.00
 4697.31   13.799   1.00
 4698.31   13.797   1.00
 4699.31   13.797   1.01
 4700.32   13.799   1.00
 4701.32   13.801   2.00
 4703.32   13.801   2.00
 4705.32   13.794   2.00
 4707.32   13.789   2.00
 4709.32   13.790   2.00
 4711.32   13.792   2.00
 4713.32   13.790   2.00
 4715.32   13.782   2.00
 4717.32   13.776   2.00
 4719.32   13.785   2.00
 4721.32   13.804   2.00
 4723.32   13.816   2.00
 4725.32   13.787   2.00
 4727.32   13.768   2.00
 4729.32   13.768   2.00
 4731.32   13.780   2.01
 4733.33   13.809   2.00
 4735.33   13.818   2.00
 4737.33   13.808   2.00
 4739.33   13.794   2.00
 4741.33   13.801   2.00
 4743.33   13.879   2.00
 4745.33   13.853   2.00
 4747.33   13.834   2.00
 4749.33   13.801   2.00
 4751.33   13.794   2.00
 4753.33   13.794   2.00
 4755.33   13.794   2.00
 4757.33   13.794   2.00
 4759.33   13.799   2.00
 4761.33   13.801   2.00
 4763.33   13.806   2.00
 4765.33   13.809   2.00
 4767.33   13.813   2.00
 4769.33   13.816   2.00
