# GD50  03:48:50.06 -00:58:30.4  (type DA2)
 2329.72   12.701   1.80
 2331.52   12.750   2.00
 2333.52   12.683   1.80
 2335.32   12.655   1.80
 2337.12   12.676   2.00
 2339.12   12.771   1.80
 2340.92   12.781   2.00
 2342.92   12.770   1.80
 2344.72   12.767   1.80
 2346.52   12.799   2.00
 2348.52   12.772   1.80
 2350.32   12.645   1.80
 2352.12   12.723   2.00
 2354.12   12.818   1.80
 2355.92   12.784   1.80
 2357.72   12.725   2.00
 2359.72   12.697   1.80
 2361.52   12.651   1.80
 2363.32   12.811   2.00
 2365.32   12.773   1.80
 2367.12   12.689   1.80
 2368.92   12.754   2.00
 2370.92   12.854   1.81
 2372.73   12.841   1.79
 2374.52   12.751   2.01
 2376.53   12.642   1.80
 2378.33   12.763   1.80
 2380.13   12.784   2.00
 2382.13   12.693   1.80
 2383.93   12.735   2.00
 2385.93   12.844   1.80
 2387.73   12.740   1.80
 2389.53   12.648   2.00
 2391.53   12.730   1.80
 2393.33   12.777   1.80
 2395.13   12.748   2.00
 2397.13   12.705   1.80
 2398.93   12.858   1.80
 2400.73   12.868   2.00
 2402.73   12.807   1.80
 2404.53   12.746   1.80
 2406.33   12.814   2.00
 2408.33   12.769   1.80
 2410.13   12.717   1.80
 2411.93   12.721   2.00
 2413.93   12.773   1.80
 2415.73   12.843   1.80
 2417.53   12.782   2.00
 2419.53   12.782   1.81
 2421.34   12.771   1.80
 2423.14   12.835   2.00
 2425.14   12.861   1.80
 2426.94   12.837   1.80
 2428.74   12.777   2.00
 2430.74   12.798   1.80
 2432.54   12.802   2.00
 2434.54   12.688   1.80
 2436.34   12.702   1.80
 2438.14   12.725   2.00
 2440.14   12.708   1.80
 2441.94   12.795   1.80
 2443.74   12.825   2.00
 2445.74   12.850   1.80
 2447.54   12.902   1.80
 2449.34   12.867   2.00
 2451.34   12.735   1.80
 2453.14   12.693   1.80
 2454.94   12.742   2.00
 2456.94   12.797   1.80
 2458.74   12.839   1.80
 2460.54   12.825   2.00
 2462.54   12.821   1.81
 2464.35   12.803   1.80
 2466.15   12.810   2.00
 2468.15   12.729   1.80
 2469.95   12.705   1.80
 2471.75   12.756   2.00
 2473.75   12.819   1.80
 2475.55   12.813   1.80
 2477.35   12.817   2.00
 2479.35   12.780   1.80
 2481.15   12.828   2.00
 2483.15   12.920   1.80
 2484.95   12.936   1.80
 2486.75   12.817   2.00
 2488.75   12.694   1.80
 2490.55   12.714   1.80
 2492.35   12.803   2.00
 2494.35   12.854   1.80
 2496.15   12.814   1.80
 2497.95   12.847   2.00
 2499.95   12.875   1.80
 2501.75   12.795   1.80
 2503.55   12.774   2.00
 2505.55   12.810   1.80
 2507.35   12.815   1.81
 2509.16   12.797   2.00
 2511.16   12.762   1.80
 2512.96   12.774   1.80
 2514.76   12.794   2.00
 2516.76   12.826   1.80
 2518.56   12.790   1.80
 2520.36   12.766   2.00
 2522.36   12.882   1.80
 2524.16   12.978   2.00
 2526.16   12.914   1.80
 2527.96   12.852   1.80
 2529.76   12.879   2.00
 2531.76   12.870   1.80
 2533.56   12.842   1.80
 2535.36   12.858   2.00
 2537.36   12.945   1.80
 2539.16   12.931   1.80
 2540.96   12.845   2.00
 2542.96   12.743   1.80
 2544.76   12.819   1.80
 2546.56   12.822   2.00
 2548.56   12.793   1.81
 2550.37   12.778   1.80
 2552.17   12.829   2.00
 2554.17   12.892   1.80
 2555.97   12.924   1.80
 2557.77   12.876   2.00
 2559.77   12.838   1.80
 2561.57   12.853   1.80
 2563.37   12.840   2.00
 2565.37   12.948   1.80
 2567.17   12.978   1.80
 2568.97   12.887   2.00
 2570.97   12.855   1.80
 2572.77   12.871   2.00
 2574.77   12.835   1.80
 2576.57   12.837   1.80
 2578.37   12.895   2.00
 2580.37   12.878   1.80
 2582.17   12.854   1.80
 2583.97   12.836   2.00
 2585.97   12.833   1.80
 2587.77   12.896   1.80
 2589.57   12.863   2.00
 2591.57   12.832   1.81
 2593.38   12.814   1.80
 2595.18   12.813   2.00
 2597.18   12.853   1.80
 2598.98   12.894   1.80
 2600.78   12.944   2.00
 2602.78   12.896   1.80
 2604.58   12.841   1.80
 2606.38   12.841   2.00
 2608.38   12.882   1.80
 2610.18   12.904   1.80
 2611.98   12.906   2.00
 2613.98   12.857   1.80
 2615.78   12.821   1.80
 2617.58   12.886   2.00
 2619.58   12.949   1.80
 2621.38   12.950   2.00
 2623.38   12.905   1.80
 2625.18   12.870   1.80
 2626.98   12.898   2.00
 2628.98   12.907   1.80
 2630.78   12.869   1.80
 2632.58   12.838   2.00
 2634.58   12.871   1.81
 2636.39   12.911   1.80
 2638.19   12.891   2.00
 2640.19   12.864   1.80
 2641.99   12.901   1.80
 2643.79   12.919   2.00
 2645.79   12.914   1.80
 2647.59   12.893   1.80
 2649.39   12.917   2.00
 2651.39   12.935   1.80
 2653.19   12.893   1.80
 2654.99   12.924   2.00
 2656.99   12.973   1.80
 2658.79   12.940   1.80
 2660.59   12.922   2.00
 2662.59   12.922   1.80
 2664.39   12.966   2.00
 2666.39   12.970   1.80
 2668.19   12.899   1.80
 2669.99   12.894   2.00
 2671.99   12.898   1.80
 2673.79   12.923   1.80
 2675.59   12.963   2.00
 2677.59   12.950   1.81
 2679.40   12.915   1.80
 2681.20   12.894   2.00
 2683.20   12.930   1.80
 2685.00   12.922   1.80
 2686.80   12.846   2.00
 2688.80   12.843   1.80
 2690.60   12.907   1.80
 2692.40   12.947   2.00
 2694.40   12.932   1.80
 2696.20   12.927   1.80
 2698.00   12.928   2.00
 2700.00   12.929   1.80
 2701.80   12.942   1.80
 2703.60   12.929   2.00
 2705.60   12.899   1.80
 2707.40   12.912   1.80
 2709.20   12.947   2.00
 2711.20   12.961   1.80
 2713.00   12.944   2.00
 2715.00   12.929   1.80
 2716.80   12.931   1.80
 2718.60   12.934   2.01
 2720.61   12.958   1.80
 2722.41   12.928   1.80
 2724.21   12.915   2.00
 2726.21   12.930   1.80
 2728.01   12.953   1.80
 2729.81   12.956   2.00
 2731.81   12.989   1.80
 2733.61   12.991   1.80
 2735.41   12.942   2.00
 2737.41   12.927   1.80
 2739.21   12.958   1.80
 2741.01   12.976   2.00
 2743.01   12.983   1.80
 2744.81   12.947   1.80
 2746.61   12.917   2.00
 2748.61   12.944   1.80
 2750.41   12.915   1.80
 2752.21   12.886   2.00
 2754.21   12.918   1.80
 2756.01   12.922   1.80
 2757.81   12.938   2.00
 2759.81   12.985   1.81
 2761.62   13.002   2.00
 2763.62   12.986   1.80
 2765.42   12.967   1.80
 2767.22   12.958   2.00
 2769.22   12.972   1.80
 2771.02   12.965   1.80
 2772.82   12.943   2.00
 2774.82   12.969   1.80
 2776.62   12.997   1.80
 2778.42   13.008   2.00
 2780.42   13.018   1.80
 2782.22   12.994   1.80
 2784.02   12.993   2.00
 2786.02   13.028   1.80
 2787.82   13.027   1.80
 2789.62   13.037   2.00
 2791.62   13.036   1.80
 2793.42   12.987   1.80
 2795.22   12.959   2.00
 2797.22   12.971   1.80
 2799.02   12.968   1.80
 2800.82   12.940   2.01
 2802.83   12.954   1.80
 2804.63   13.039   2.00
 2806.63   13.034   1.80
 2808.43   13.001   1.80
 2810.23   12.970   2.00
 2812.23   12.962   1.80
 2814.03   12.975   1.80
 2815.83   12.996   2.00
 2817.83   12.974   1.80
 2819.63   12.978   1.80
 2821.43   12.991   2.00
 2823.43   13.021   1.80
 2825.23   13.009   1.80
 2827.03   12.977   2.00
 2829.03   12.967   1.80
 2830.83   12.974   1.80
 2832.63   12.961   2.00
 2834.63   12.950   1.80
 2836.43   12.950   1.80
 2838.23   12.939   2.01
 2840.24   12.934   1.79
 2842.03   12.959   1.80
 2843.83   13.020   2.01
 2845.84   12.982   1.80
 2847.64   12.965   1.80
 2849.44   12.962   2.00
 2851.44   12.959   1.80
 2853.24   12.954   2.00
 2855.24   12.947   1.80
 2857.04   12.965   1.80
 2858.84   12.958   2.00
 2860.84   12.948   1.80
 2862.64   13.016   1.80
 2864.44   13.090   2.00
 2866.44   13.077   1.80
 2868.24   13.065   1.80
 2870.04   13.066   2.00
 2872.04   13.043   1.80
 2873.84   13.020   1.80
 2875.64   13.009   2.00
 2877.64   13.027   1.81
 2879.45   13.029   1.80
 2881.25   12.994   2.00
 2883.25   12.989   1.80
 2885.05   13.004   1.80
 2886.85   12.998   2.00
 2888.85   12.998   1.80
 2890.65   13.033   1.80
 2892.45   13.064   2.00
 2894.45   13.114   1.80
 2896.25   13.086   1.80
 2898.05   13.012   2.00
 2900.05   13.024   1.80
 2901.85   13.073   2.00
 2903.85   13.054   1.80
 2905.65   13.036   1.80
 2907.45   13.048   2.00
 2909.45   13.072   1.80
 2911.25   13.094   1.80
 2913.05   13.098   2.00
 2915.05   13.105   1.80
 2916.85   13.137   1.80
 2918.65   13.127   2.01
 2920.66   13.072   1.80
 2922.46   13.056   1.79
 2924.25   13.056   2.01
 2926.26   13.057   1.80
 2928.06   13.038   1.80
 2929.86   13.059   2.00
 2931.86   13.056   1.80
 2933.66   13.067   1.80
 2935.46   13.065   2.00
 2937.46   13.047   1.80
 2939.26   13.091   1.80
 2941.06   13.150   2.00
 2943.06   13.150   1.80
 2944.86   13.093   2.00
 2946.86   13.072   1.80
 2948.66   13.035   1.80
 2950.46   13.053   2.00
 2952.46   13.101   1.80
 2954.26   13.102   1.80
 2956.06   13.058   2.00
 2958.06   13.044   1.80
 2959.86   13.069   1.81
 2961.67   13.085   2.00
 2963.67   13.057   1.80
 2965.47   13.042   1.80
 2967.27   13.119   2.00
 2969.27   13.137   1.80
 2971.07   13.137   1.80
 2972.87   13.122   2.00
 2974.87   13.108   1.80
 2976.67   13.103   1.80
 2978.47   13.101   2.00
 2980.47   13.088   1.80
 2982.27   13.122   1.80
 2984.07   13.106   2.00
 2986.07   13.114   1.80
 2987.87   13.111   1.80
 2989.67   13.130   2.00
 2991.67   13.137   1.80
 2993.47   13.120   2.00
 2995.47   13.079   1.80
 2997.27   13.056   1.80
 2999.07   13.079   2.00
 3001.07   13.108   1.81
 3002.88   13.122   1.80
 3004.68   13.125   2.00
 3006.68   13.140   1.80
 3008.48   13.142   1.80
 3010.28   13.109   2.00
 3012.28   13.087   1.80
 3014.08   13.122   1.80
 3015.88   13.144   2.00
 3017.88   13.145   1.80
 3019.68   13.130   1.80
 3021.48   13.101   2.00
 3023.48   13.102   1.80
 3025.28   13.117   1.80
 3027.08   13.103   2.00
 3029.08   13.087   1.80
 3030.88   13.065   1.80
 3032.68   13.057   2.00
 3034.68   13.057   1.80
 3036.48   13.109   1.80
 3038.28   13.132   2.00
 3040.28   13.123   1.80
 3042.08   13.100   2.00
 3044.08   13.092   1.81
 3045.89   13.064   1.80
 3047.69   13.020   2.00
 3049.69   12.971   1.80
 3051.49   13.053   1.80
 3053.29   13.090   2.00
 3055.29   13.077   1.80
 3057.09   13.063   1.80
 3058.89   13.049   2.00
 3060.89   13.030   1.80
 3062.69   13.114   1.80
 3064.49   13.137   2.00
 3066.49   13.112   1.80
 3068.29   13.109   1.80
 3070.09   13.133   2.00
 3072.09   13.166   1.80
 3073.89   13.185   1.80
 3075.69   13.155   2.00
 3077.69   13.144   1.80
 3079.49   13.144   1.80
 3081.29   13.115   2.00
 3083.29   13.110   1.81
 3085.10   13.139   2.00
 3087.10   13.179   1.80
 3088.90   13.170   1.80
 3090.70   13.115   2.00
 3092.70   13.097   1.80
 3094.50   13.117   1.80
 3096.30   13.141   2.00
 3098.30   13.153   1.80
 3100.10   13.141   1.80
 3101.90   13.125   2.00
 3103.90   13.099   1.80
 3105.70   13.049   1.80
 3107.50   13.030   2.00
 3109.50   13.049   1.80
 3111.30   13.052   1.80
 3113.10   13.031   2.00
 3115.10   13.035   1.80
 3116.90   13.075   1.80
 3118.70   13.098   2.00
 3120.70   13.127   1.80
 3122.50   13.151   1.80
 3124.30   13.161   2.01
 3126.31   13.156   1.80
 3128.11   13.144   1.80
 3129.91   13.153   2.00
 3131.91   13.142   1.80
 3133.71   13.115   2.00
 3135.71   13.079   1.80
 3137.51   13.083   1.80
 3139.31   13.083   2.00
 3141.31   13.081   1.80
 3143.11   13.097   1.80
 3144.91   13.095   2.00
 3146.91   13.069   1.80
 3148.71   13.015   1.80
 3150.51   13.003   2.00
 3152.51   13.008   1.80
 3154.31   13.093   1.80
 3156.11   13.151   2.00
 3158.11   13.118   1.80
 3159.91   13.064   1.81
 3161.72   13.040   2.00
 3163.72   13.084   1.80
 3165.52   13.123   1.80
 3167.32   13.174   2.00
 3169.32   13.233   1.80
 3171.12   13.239   1.80
 3172.92   13.160   2.00
 3174.92   13.147   1.80
 3176.72   13.156   1.80
 3178.52   13.126   2.00
 3180.52   13.119   1.80
 3182.32   13.115   2.00
 3184.32   13.222   1.80
 3186.12   13.379   14.81
 3200.93   13.141   1.00
 3201.93   13.266   1.00
 3202.93   13.379   1.00
 3203.93   13.455   1.00
 3204.93   13.516   1.00
 3205.93   13.448   1.00
 3206.93   13.377   1.00
 3207.93   13.261   1.00
 3208.93   13.143   1.00
 3209.93   13.209   1.00
 3210.93   13.318   1.00
 3211.93   13.330   1.00
 3212.93   13.299   1.00
 3213.93   13.294   1.00
 3214.93   13.313   1.00
 3215.93   13.348   1.00
 3216.93   13.407   1.00
 3217.93   13.434   1.00
 3218.93   13.381   1.00
 3219.93   13.323   1.00
 3220.93   13.250   1.00
 3221.93   13.176   1.00
 3222.93   13.198   1.00
 3223.93   13.219   1.00
 3224.93   13.231   1.00
 3225.93   13.240   1.00
 3226.93   13.221   1.00
 3227.93   13.191   1.00
 3228.93   13.209   1.00
 3229.93   13.261   1.00
 3230.93   13.294   1.00
 3231.93   13.299   1.00
 3232.93   13.297   1.00
 3233.93   13.280   1.00
 3234.93   13.261   1.00
 3235.93   13.226   1.00
 3236.93   13.193   1.00
 3237.93   13.221   1.00
 3238.93   13.247   1.00
 3239.93   13.226   1.01
 3240.94   13.200   1.00
 3241.94   13.228   1.00
 3242.94   13.268   1.00
 3243.94   13.268   1.00
 3244.94   13.247   1.00
 3245.94   13.238   1.00
 3246.94   13.243   1.00
 3247.94   13.247   1.00
 3248.94   13.257   1.00
 3249.94   13.261   1.00
 3250.94   13.252   1.00
 3251.94   13.242   1.00
 3252.94   13.221   1.00
 3253.94   13.202   1.00
 3254.94   13.235   1.00
 3255.94   13.276   1.00
 3256.94   13.287   1.00
 3257.94   13.292   1.00
 3258.94   13.327   1.00
 3259.94   13.379   1.00
 3260.94   13.396   1.00
 3261.94   13.382   1.00
 3262.94   13.379   1.00
 3263.94   13.391   1.00
 3264.94   13.389   1.00
 3265.94   13.346   1.00
 3266.94   13.316   1.00
 3267.94   13.360   1.00
 3268.94   13.405   1.00
 3269.94   13.415   1.00
 3270.94   13.424   1.00
 3271.94   13.398   1.00
 3272.94   13.365   1.00
 3273.94   13.367   1.00
 3274.94   13.384   1.00
 3275.94   13.379   1.00
 3276.94   13.356   1.00
 3277.94   13.349   1.01
 3278.95   13.368   1.00
 3279.95   13.381   1.00
 3280.95   13.379   1.00
 3281.95   13.374   1.00
 3282.95   13.353   1.00
 3283.95   13.334   1.00
 3284.95   13.370   1.00
 3285.95   13.405   1.00
 3286.95   13.412   1.00
 3287.95   13.417   1.00
 3288.95   13.414   1.00
 3289.95   13.408   1.00
 3290.95   13.393   1.00
 3291.95   13.375   1.00
 3292.95   13.360   1.00
 3293.95   13.356   1.00
 3294.95   13.348   1.00
 3295.95   13.334   1.00
 3296.95   13.320   1.00
 3297.95   13.318   1.00
 3298.95   13.315   1.00
 3299.95   13.316   1.00
 3300.95   13.316   1.00
 3301.95   13.309   1.00
 3302.95   13.301   1.00
 3303.95   13.299   1.00
 3304.95   13.294   1.00
 3305.95   13.285   1.00
 3306.95   13.268   1.00
 3307.95   13.273   1.00
 3308.95   13.297   1.00
 3309.95   13.301   1.00
 3310.95   13.268   1.00
 3311.95   13.243   1.00
 3312.95   13.247   1.00
 3313.95   13.252   1.00
 3314.95   13.231   1.00
 3315.95   13.212   1.00
 3316.95   13.223   1.00
 3317.95   13.235   1.00
 3318.95   13.254   1.01
 3319.96   13.271   1.00
 3320.96   13.283   1.00
 3321.96   13.290   1.00
 3322.96   13.282   1.00
 3323.96   13.252   1.00
 3324.96   13.233   1.00
 3325.96   13.240   1.00
 3326.96   13.254   1.00
 3327.96   13.299   1.00
 3328.96   13.342   1.00
 3329.96   13.356   1.00
 3330.96   13.372   1.00
 3331.96   13.363   1.00
 3332.96   13.349   1.00
 3333.96   13.330   1.00
 3334.96   13.309   1.00
 3335.96   13.325   1.00
 3336.96   13.365   1.00
 3337.96   13.405   1.00
 3338.96   13.441   1.00
 3339.96   13.443   1.00
 3340.96   13.368   1.00
 3341.96   13.315   1.00
 3342.96   13.356   1.00
 3343.96   13.396   1.00
 3344.96   13.356   1.00
 3345.96   13.316   1.00
 3346.96   13.313   1.00
 3347.96   13.316   1.00
 3348.96   13.342   1.00
 3349.96   13.379   1.00
 3350.96   13.393   1.00
 3351.96   13.393   1.00
 3352.96   13.403   1.00
 3353.96   13.419   1.00
 3354.96   13.429   1.00
 3355.96   13.422   1.00
 3356.96   13.419   1.00
 3357.96   13.426   1.01
 3358.97   13.436   1.00
 3359.97   13.462   1.00
 3360.97   13.485   1.00
 3361.97   13.485   1.00
 3362.97   13.481   1.00
 3363.97   13.478   1.00
 3364.97   13.474   1.00
 3365.97   13.466   1.00
 3366.97   13.455   1.00
 3367.97   13.471   1.00
 3368.97   13.523   1.00
 3369.97   13.549   1.00
 3370.97   13.516   1.00
 3371.97   13.485   1.00
 3372.97   13.476   1.00
 3373.97   13.467   1.00
 3374.97   13.448   1.00
 3375.97   13.429   1.00
 3376.97   13.407   1.00
 3377.97   13.384   1.00
 3378.97   13.382   1.00
 3379.97   13.389   1.00
 3380.97   13.401   1.00
 3381.97   13.419   1.00
 3382.97   13.426   1.00
 3383.97   13.419   1.00
 3384.97   13.415   1.00
 3385.97   13.422   1.00
 3386.97   13.424   1.00
 3387.97   13.403   1.00
 3388.97   13.384   1.00
 3389.97   13.365   1.00
 3390.97   13.348   1.00
 3391.97   13.346   1.00
 3392.97   13.349   1.00
 3393.97   13.349   1.00
 3394.97   13.351   1.00
 3395.97   13.334   1.00
 3396.97   13.304   1.01
 3397.98   13.301   1.00
 3398.98   13.332   1.00
 3399.98   13.353   1.00
 3400.98   13.353   1.00
 3401.98   13.349   1.00
 3402.98   13.327   1.00
 3403.98   13.304   1.00
 3404.98   13.290   1.00
 3405.98   13.276   1.00
 3406.98   13.294   1.00
 3407.98   13.318   1.00
 3408.98   13.309   1.00
 3409.98   13.287   1.00
 3410.98   13.283   1.00
 3411.98   13.294   1.00
 3412.98   13.304   1.00
 3413.98   13.313   1.00
 3414.98   13.320   1.00
 3415.98   13.315   1.00
 3416.98   13.311   1.00
 3417.98   13.318   1.00
 3418.98   13.325   1.00
 3419.98   13.313   1.00
 3420.98   13.299   1.00
 3421.98   13.297   1.00
 3422.98   13.297   1.00
 3423.98   13.292   1.00
 3424.98   13.285   1.00
 3425.98   13.287   1.00
 3426.98   13.297   1.00
 3427.98   13.304   1.00
 3428.98   13.306   1.00
 3429.98   13.306   1.00
 3430.98   13.297   1.00
 3431.98   13.292   1.00
 3432.98   13.313   1.00
 3433.98   13.334   1.00
 3434.98   13.344   1.00
 3435.98   13.353   1.01
 3436.99   13.372   1.00
 3437.99   13.391   1.00
 3438.99   13.386   1.00
 3439.99   13.368   1.00
 3440.99   13.360   1.00
 3441.99   13.367   1.00
 3442.99   13.368   1.00
 3443.99   13.363   1.00
 3444.99   13.358   1.00
 3445.99   13.360   1.00
 3446.99   13.360   1.00
 3447.99   13.348   1.00
 3448.99   13.334   1.00
 3449.99   13.348   1.00
 3450.99   13.363   1.00
 3451.99   13.389   1.00
 3452.99   13.417   1.00
 3453.99   13.429   1.00
 3454.99   13.431   1.00
 3455.99   13.433   1.00
 3456.99   13.433   1.00
 3457.99   13.429   1.00
 3458.99   13.414   1.00
 3459.99   13.401   1.00
 3460.99   13.403   1.00
 3461.99   13.403   1.00
 3462.99   13.417   1.00
 3463.99   13.431   1.00
 3464.99   13.436   1.00
 3465.99   13.436   1.00
 3466.99   13.436   1.00
 3467.99   13.434   1.00
 3468.99   13.412   1.00
 3469.99   13.375   1.00
 3470.99   13.351   1.00
 3471.99   13.351   1.00
 3472.99   13.360   1.00
 3473.99   13.393   1.00
 3474.99   13.424   1.01
 3476.00   13.410   1.00
 3477.00   13.398   1.00
 3478.00   13.415   1.00
 3479.00   13.434   1.00
 3480.00   13.455   1.00
 3481.00   13.476   1.00
 3482.00   13.483   1.00
 3483.00   13.481   1.00
 3484.00   13.478   1.00
 3485.00   13.474   1.00
 3486.00   13.476   1.00
 3487.00   13.492   1.00
 3488.00   13.495   1.00
 3489.00   13.459   1.00
 3490.00   13.424   1.00
 3491.00   13.405   1.00
 3492.00   13.384   1.00
 3493.00   13.375   1.00
 3494.00   13.367   1.00
 3495.00   13.386   1.00
 3496.00   13.415   1.00
 3497.00   13.426   1.00
 3498.00   13.426   1.00
 3499.00   13.424   1.00
 3500.00   13.424   1.00
 3501.00   13.419   1.00
 3502.00   13.408   1.00
 3503.00   13.398   1.00
 3504.00   13.408   1.00
 3505.00   13.419   1.00
 3506.00   13.434   1.00
 3507.00   13.450   1.00
 3508.00   13.459   1.00
 3509.00   13.467   1.00
 3510.00   13.471   1.00
 3511.00   13.476   1.00
 3512.00   13.485   1.00
 3513.00   13.493   1.00
 3514.00   13.511   1.00
 3515.00   13.544   1.00
 3516.00   13.559   1.00
 3517.00   13.521   1.00
 3518.00   13.485   1.01
 3519.01   13.485   1.00
 3520.01   13.485   1.00
 3521.01   13.507   1.00
 3522.01   13.530   1.00
 3523.01   13.530   1.00
 3524.01   13.526   1.00
 3525.01   13.514   1.00
 3526.01   13.502   1.00
 3527.01   13.485   1.00
 3528.01   13.464   1.00
 3529.01   13.441   1.00
 3530.01   13.414   1.00
 3531.01   13.400   1.00
 3532.01   13.436   1.00
 3533.01   13.471   1.00
 3534.01   13.445   1.00
 3535.01   13.422   1.00
 3536.01   13.417   1.00
 3537.01   13.417   1.00
 3538.01   13.424   1.00
 3539.01   13.433   1.00
 3540.01   13.445   1.00
 3541.01   13.457   1.00
 3542.01   13.478   1.00
 3543.01   13.507   1.00
 3544.01   13.526   1.00
 3545.01   13.518   1.00
 3546.01   13.514   1.00
 3547.01   13.502   1.00
 3548.01   13.493   1.00
 3549.01   13.485   1.00
 3550.01   13.476   1.00
 3551.01   13.474   1.00
 3552.01   13.471   1.00
 3553.01   13.469   1.00
 3554.01   13.467   1.00
 3555.01   13.471   1.00
 3556.01   13.476   1.00
 3557.01   13.478   1.01
 3558.02   13.476   1.00
 3559.02   13.467   1.00
 3560.02   13.438   1.00
 3561.02   13.412   1.00
 3562.02   13.426   1.00
 3563.02   13.438   1.00
 3564.02   13.408   1.00
 3565.02   13.372   1.00
 3566.02   13.372   1.00
 3567.02   13.382   1.00
 3568.02   13.408   1.00
 3569.02   13.445   1.00
 3570.02   13.466   1.00
 3571.02   13.462   1.00
 3572.02   13.457   1.00
 3573.02   13.452   1.00
 3574.02   13.450   1.00
 3575.02   13.450   1.00
 3576.02   13.450   1.00
 3577.02   13.464   1.00
 3578.02   13.476   1.00
 3579.02   13.467   1.00
 3580.02   13.455   1.00
 3581.02   13.445   1.00
 3582.02   13.438   1.00
 3583.02   13.443   1.00
 3584.02   13.462   1.00
 3585.02   13.474   1.00
 3586.02   13.476   1.00
 3587.02   13.478   1.00
 3588.02   13.471   1.00
 3589.02   13.462   1.00
 3590.02   13.443   1.00
 3591.02   13.422   1.00
 3592.02   13.436   1.00
 3593.02   13.452   1.00
 3594.02   13.448   1.00
 3595.02   13.436   1.01
 3596.03   13.455   1.00
 3597.03   13.493   1.00
 3598.03   13.502   1.00
 3599.03   13.476   1.00
 3600.03   13.459   1.00
 3601.03   13.471   1.00
 3602.03   13.481   1.00
 3603.03   13.488   1.00
 3604.03   13.495   1.00
 3605.03   13.478   1.00
 3606.03   13.464   1.00
 3607.03   13.478   1.00
 3608.03   13.499   1.00
 3609.03   13.502   1.00
 3610.03   13.497   1.00
 3611.03   13.497   1.00
 3612.03   13.504   1.00
 3613.03   13.507   1.00
 3614.03   13.504   1.00
 3615.03   13.504   1.00
 3616.03   13.516   1.00
 3617.03   13.523   1.00
 3618.03   13.493   1.00
 3619.03   13.462   1.00
 3620.03   13.474   1.00
 3621.03   13.490   1.00
 3622.03   13.511   1.00
 3623.03   13.533   1.00
 3624.03   13.533   1.00
 3625.03   13.521   1.00
 3626.03   13.504   1.00
 3627.03   13.478   1.00
 3628.03   13.464   1.00
 3629.03   13.473   1.00
 3630.03   13.483   1.00
 3631.03   13.502   1.00
 3632.03   13.523   1.00
 3633.03   13.518   1.00
 3634.03   13.514   1.00
 3635.03   13.507   1.01
 3636.04   13.500   1.00
 3637.04   13.506   1.00
 3638.04   13.516   1.00
 3639.04   13.514   1.00
 3640.04   13.499   1.00
 3641.04   13.488   1.00
 3642.04   13.485   1.00
 3643.04   13.488   1.00
 3644.04   13.509   1.00
 3645.04   13.530   1.00
 3646.04   13.525   1.00
 3647.04   13.518   1.00
 3648.04   13.523   1.00
 3649.04   13.526   1.00
 3650.04   13.521   1.00
 3651.04   13.511   1.00
 3652.04   13.507   1.00
 3653.04   13.511   1.00
 3654.04   13.511   1.00
 3655.04   13.511   1.00
 3656.04   13.511   1.00
 3657.04   13.516   1.00
 3658.04   13.518   1.00
 3659.04   13.521   1.00
 3660.04   13.523   1.00
 3661.04   13.528   1.00
 3662.04   13.533   1.00
 3663.04   13.533   1.00
 3664.04   13.530   1.00
 3665.04   13.526   1.00
 3666.04   13.518   1.00
 3667.04   13.514   1.00
 3668.04   13.514   1.00
 3669.04   13.518   1.00
 3670.04   13.528   1.00
 3671.04   13.537   1.00
 3672.04   13.532   1.01
 3673.05   13.526   1.00
 3674.05   13.539   1.00
 3675.05   13.551   1.00
 3676.05   13.537   1.00
 3677.05   13.518   1.00
 3678.05   13.518   1.00
 3679.05   13.530   1.00
 3680.05   13.537   1.00
 3681.05   13.542   1.00
 3682.05   13.542   1.00
 3683.05   13.535   1.00
 3684.05   13.530   1.00
 3685.05   13.539   1.00
 3686.05   13.544   1.00
 3687.05   13.532   1.00
 3688.05   13.518   1.00
 3689.05   13.528   1.00
 3690.05   13.540   1.00
 3691.05   13.539   1.00
 3692.05   13.533   1.00
 3693.05   13.535   1.00
 3694.05   13.544   1.00
 3695.05   13.542   1.00
 3696.05   13.526   1.00
 3697.05   13.516   1.00
 3698.05   13.516   1.00
 3699.05   13.518   1.00
 3700.05   13.537   1.00
 3701.05   13.554   1.00
 3702.05   13.563   1.00
 3703.05   13.573   1.00
 3704.05   13.568   1.00
 3705.05   13.561   1.00
 3706.05   13.559   1.00
 3707.05   13.561   1.00
 3708.05   13.565   1.00
 3709.05   13.570   1.00
 3710.05   13.573   1.00
 3711.05   13.573   1.00
 3712.05   13.573   1.01
 3713.06   13.568   1.00
 3714.06   13.563   1.00
 3715.06   13.566   1.00
 3716.06   13.570   1.00
 3717.06   13.580   1.00
 3718.06   13.589   1.00
 3719.06   13.589   1.00
 3720.06   13.584   1.00
 3721.06   13.577   1.00
 3722.06   13.563   1.00
 3723.06   13.559   1.00
 3724.06   13.568   1.00
 3725.06   13.575   1.00
 3726.06   13.575   1.00
 3727.06   13.575   1.00
 3728.06   13.582   1.00
 3729.06   13.589   1.00
 3730.06   13.580   1.00
 3731.06   13.568   1.00
 3732.06   13.561   1.00
 3733.06   13.556   1.00
 3734.06   13.554   1.00
 3735.06   13.551   1.00
 3736.06   13.554   1.00
 3737.06   13.558   1.00
 3738.06   13.566   1.00
